創世記 1 1| 源起頭上帝創造天kap地。
馬可福音 1 38| 伊kā in講，咱來去別位；到附近ê埠頭，hō͘我thang tī hia傳道；因為我為tio̍h chit-ê事，chiah出來。
馬可福音 1 39| 就去遍加利利，入in ê會堂，宣傳道理，koh趕鬼。
馬可福音 1 40| 有一個thái-ko ê就近伊，求伊，跪伊，kā伊講，你若肯，就會hō͘我清氣。
馬可福音 1 41| 耶穌可憐，伸手摸伊，kā伊講，我肯，你thang清氣。
馬可福音 1 42| Thái-ko即時除去；伊就清氣。
馬可福音 1 43| 耶穌嚴嚴警戒伊，隨時kah伊去；也kā伊講，
馬可福音 1 44| Tio̍h謹慎莫得kā人講甚麼；獨獨tio̍h去，將本身hō͘祭司驗，亦為tio̍h你得tio̍h清氣，獻摩西所吩咐ê，來做證據tī人。
馬可福音 1 45| 總是伊出去，就大大宣傳，四界報揚chit-ê事；致到耶穌無thang koh顯然入城，獨獨tòa tī外面曠野ê所在。人tùi四方就近伊。
馬可福音 2 1| 過kúi-nā日耶穌koh入迦百農；
馬可福音 2 2| 人聽見伊tī厝內就chōe-chōe人聚集致到無空地，連門口也無；伊就講道理hō͘ in聽。
馬可福音 2 3| 有帶一個piàn-sūi ê就近伊，是四人扛伊來。
馬可福音 2 4| 因為人chōe，bōe會近óa，就tī耶穌ti暗 ê所在，拆厝頂hō͘伊開孔；就將piàn-sūi ê倒tī舖á墜落去。
馬可福音 2 5| 耶穌看見in ê信，就kā piàn-sūi ê講，細kiáⁿ，你ê罪赦免lah。
馬可福音 2 6| 有kúi-nā ê經學士坐tī hia，心內議論講，Chit-ê人怎樣án-ni講ah？
馬可福音 2 7| 伊是僭權lām-sám；除上帝以外，是誰會赦免罪ah？
馬可福音 2 8| 耶穌心內liâm-piⁿ知in有chit號ê議論，就kā in講，Lín啥事tī心內議論chiah-ê ah？
馬可福音 2 9| Kā piàn-sūi ê講，你ê罪赦lah，á是講，起來，giâ你ê舖á來行，tá-lo̍h一項khah快？
馬可福音 2 10| 獨獨beh hō͘ lín知人子tī地裡有權thang赦罪，(就kā piàn-sūi ê講)，
馬可福音 2 11| 我kā你講，起來，giâ你ê舖á tò去你ê厝。
馬可福音 2 12| 伊就起來，tī眾人ê面前隨時giâ伊ê舖á出去；致到眾人lóng gông-ngia̍h，歸榮光上帝講，阮從來bē bat看見án-ni-siⁿ。
馬可福音 2 13| 耶穌koh出去到海墘；眾人lóng就近伊，就教示in。
馬可福音 2 14| 經過ê時看見A-le̍k-hui ê Kiáⁿ Lī-bī坐tī餉關，就kā伊講，Tè我。伊就起來tè伊。
馬可福音 2 15| 耶穌坐桌tī Lī-bī ê厝，有chōe-chōe抽餉ê kap pháiⁿ人kap耶穌chham伊ê學生同坐，因為hiah-ê人是chōe，也teh tè伊。
馬可福音 2 16| 法利賽ê經學士看見伊kap pháiⁿ人以及抽餉ê saⁿ-kap食，就kā伊ê學生講，伊kap抽餉ê以及pháiⁿ人saⁿ-kap lim食ah。
馬可福音 2 17| 耶穌聽見，就kā in講，勇健ê無欠醫生，但是破病ê就tio̍h；我來m̄是beh招義人，是beh招pháiⁿ人。
馬可福音 2 18| 約翰ê學生kap法利賽人當teh禁食；in就近來kā伊講，約翰ê學生kap法利賽人ê學生禁食，你ê學生無禁食，是怎樣？
馬可福音 2 19| 耶穌kā in講，新kiáⁿ婿kap賀娶ê人tī-teh ê時，in kiám會禁食mah？新kiáⁿ婿iáu同tī-teh，in bōe會禁食。
馬可福音 2 20| 但是時日beh到，新kiáⁿ婿beh tùi in中間無去，hit日in就beh禁食。
馬可福音 2 21| 無人用新布補舊衫；若有，就所補ê hit塊會kiù裂伊，就是新ê kiù裂舊ê，伊ê破孔koh-khah大。
馬可福音 2 22| 也無人用新酒tóe tī舊皮囊；若有，就新酒會爆裂皮囊，酒漏，lông也phah-pháiⁿ。獨獨新酒tio̍h入tī新皮囊。
馬可福音 2 23| 耶穌tī安歇日tùi麥園經過，伊ê學生行路ê時摘麥穗。
馬可福音 2 24| 法利賽人kā伊講，你看，in tī安歇日行所m̄應該行ê，是怎樣？
馬可福音 2 25| 耶穌kā in講，大衛kap跟tè ê人，當欠缺koh iau ê時所行ê，lín bē讀tio̍h mah？
馬可福音 2 26| 就是當A-pí-a-thah做祭司頭ê時伊有怎樣入上帝ê厝，食排列ê餅，續hō͘跟tè伊ê人；chit號餅，若m̄是祭司，就m̄-thang食。
馬可福音 2 27| Koh kā in講，安歇日為tio̍h人來設立，m̄是人為tio̍h安歇日。
馬可福音 2 28| 所以人子也是安歇日ê主。
馬可福音 3 1| 耶穌koh入會堂；tī hia有人一手枯焦ê。
馬可福音 3 2| In當看伊tī安歇日beh醫治iá無；意思ài beh告伊。
馬可福音 3 3| 伊就kā手枯焦ê講，起來，khiā tī中央。
馬可福音 3 4| 就kā in講，安歇日行好，行pháiⁿ，救性命，害性命，tá-lo̍h一項是合？In靜靜。
馬可福音 3 5| 伊就受氣，四界看in，憂悶in ê心硬，kā hit-ê人講，伸你ê手。伊就伸去，手就好好。
馬可福音 3 6| 法利賽人出去，就隨時kap希律ê黨saⁿ-kap計謀攻擊耶穌，看thang怎樣滅伊。
馬可福音 3 7| 耶穌kap伊ê學生退去海邊，有kui大陣ê人tùi加利利tè伊；
馬可福音 3 8| 也有tùi猶太、耶路撒冷、Í-thó͘-mái、約旦河外，kap Chhui-lô Se-tùn境內kui大陣ê人聽見伊所行hiah-ni̍h大ê事，就來就近伊。
馬可福音 3 9| 因為人chōe，伊就kā伊ê學生講tio̍h備辦船á來thèng候，免得in oe-khoeh伊。
馬可福音 3 10| 因為伊bat醫好chōe-chōe人，致到凡有破病ê逼óa，ài beh摸伊。
馬可福音 3 11| Hiah-ê邪神一下看見伊，就仆tī伊ê面前喉叫講，你是上帝ê Kiáⁿ。
馬可福音 3 12| 伊chia̍p-chia̍p警戒in，莫得kā伊報揚。
馬可福音 3 13| 伊上山，照家己所ài來召人；in來就近伊。
馬可福音 3 14| 就設立十二人，thang kap伊常常tī-teh，也thang差in去宣傳道理，
馬可福音 3 15| koh有趕鬼ê權。
馬可福音 3 16| 就稱西門做彼得。
馬可福音 3 17| Koh有西庇太ê Kiáⁿ雅各，kap雅各ê兄弟約翰；chit兩人伊稱in做Poàn-年-kî，就是雷ê Kiáⁿ；
馬可福音 3 18| koh有安得烈、腓力、Pa-to-lô-mái、馬太、To-má，A-le̍k-hui ê Kiáⁿ雅各，koh Ta̍t-thài，kap Ka-ná-nî ê西門，
馬可福音 3 19| kap賣伊ê加略人猶大。
馬可福音 3 20| 耶穌入厝，眾人koh聚集，致到in bōe顧得食。
馬可福音 3 21| 伊ê親人聽見，就出來beh kā伊掠teh；因為講，伊是癲狂。
馬可福音 3 22| Tùi耶路撒冷落來ê經學士講，伊是hō͘ Pia̍t-se-pok附身；koh講，伊是óa靠鬼王來趕鬼。
馬可福音 3 23| 伊叫in來，設譬喻kā in講，撒旦t海-thó話趕撒旦？
馬可福音 3 24| 國家己爭拚，hit-ê國就khiā bōe-tiâu。
馬可福音 3 25| 家若家己爭拚，hit-ê家也khiā bōe-tiâu。
馬可福音 3 26| 撒旦若起來家己爭拚，伊也khiā bōe-tiâu，的確會滅。
馬可福音 3 27| 無人會入猛人ê厝來劫伊ê家伙；tio̍h事先縛hit-ê猛人，然後chiah beh劫伊ê厝。
馬可福音 3 28| 我實在kā lín講，見若世間人所犯ê罪，kap in所謗瀆一切謗瀆ê話，lóng beh赦免in；
馬可福音 3 29| 獨獨見若謗瀆聖神ê，永遠無得tio̍h赦免，就是患tio̍h永世代ê罪。
馬可福音 3 30| 這是因為hiah-ê人講，伊患tio̍h邪神。
馬可福音 3 31| 伊ê老母kap伊ê兄弟來khiā tī外面，差人去叫伊。
馬可福音 3 32| 有kui陣ê人圍伊teh坐；有人kā伊講，你看，你ê老母kap你ê兄弟tī外面teh chhē你。
馬可福音 3 33| 伊就應講，甚麼人是我ê老母，我ê兄弟ah？
馬可福音 3 34| 就四界看hiah-ê圍伊teh坐ê人講，
馬可福音 3 35| 你看，我ê老母kap我ê兄弟。因為見若行上帝ê旨意ê，就是我ê兄弟姊妹kap老母。
馬可福音 4 1| 耶穌koh tī海邊開嘴教示，有kui大陣ê人聚集就近伊，致到伊上船浮tī海面teh坐；眾人lóng óa近海，khiā tī乾地。
馬可福音 4 2| 伊就用譬喻教示in chōe-chōe項；
馬可福音 4 3| teh教示ê時kā in講，Tio̍h聽ah：你看，有掖種ê出去掖種；
馬可福音 4 4| 掖ê時，有ê ka-la̍uh tī路邊，飛鳥到，一盡食伊。
馬可福音 4 5| 有ê ka-la̍uh tī石格ê地，土淺ê位；因為土無深，就發真緊；
馬可福音 4 6| 但是日出，曝伊，因為無根就枯焦。
馬可福音 4 7| 有ê ka-la̍uh tī刺á內，刺á發起遮蔽伊，就無結實。
馬可福音 4 8| 有ê ka-la̍uh tī好ê土地，就發起ná大叢，結實，有ê三十倍，有ê六十倍，有ê一百倍。
馬可福音 4 9| Koh講，有耳孔thang聽ê，tio̍h聽。
馬可福音 4 10| 耶穌家己tī-teh ê時，tè伊ê人kap十二個學生問伊chiah-ê譬喻。
馬可福音 4 11| 伊就kā in講，上帝國ê奧妙有hō͘ lín；但是hiah-ê外面人凡事是用譬喻；
馬可福音 4 12| hō͘ in看，會看，也bōe見；聽，會聽也bōe明；驚了in oa̍t-l應-tńg，來得tio̍h赦免。
馬可福音 4 13| Koh kā in講，Lín bōe曉得chit-ê譬喻mah？也t海-thó會知眾譬喻ah？
馬可福音 4 14| 掖種ê是報揚道理。
馬可福音 4 15| 掖tī路邊，報揚道理ê所在ê，就是人聽道理，撒旦liâm-piⁿ來，將所掖tī in心內ê道理搶去。
馬可福音 4 16| Chiah-ê親像掖tī石格ê地ê，就是in聽tio̍h道理，liâm-piⁿ歡喜承受伊；
馬可福音 4 17| 但是內面無根，不過是暫時nā-tiāⁿ；到為tio̍h道理tú-tio̍h有患難khún-tio̍k，liâm-piⁿ tio̍h-tak。
馬可福音 4 18| 掖tī刺á內ê，就是人已經聽tio̍h道理，
馬可福音 4 19| 就有世間ê掛慮，錢財ê迷惑，kap別物ê私慾入來遮蔽hit-ê道理，就無結實。
馬可福音 4 20| Chiah-ê掖tī好ê土地ê，就是人聽道理，亦承受伊，亦結實，有ê三十倍，有ê六十倍，有ê一百倍。
馬可福音 4 21| Koh kā in講，人kia̍h燈來，kiám是beh hē-tī斗下，á是床下？kiám m̄是beh hē-tī燈台頂？
馬可福音 4 22| 因為有隱密ê，無m̄是beh顯出；收khǹg ê，無m̄是beh露現。
馬可福音 4 23| 若有耳孔thang聽ê，tio̍h聽。
馬可福音 4 24| Koh kā in講，Tio̍h謹慎所聽ê；lín用甚麼量來量，也beh用這量hō͘ lín；koh beh加添hō͘ lín。
馬可福音 4 25| 因為見若有ê，beh hō͘伊；無ê，連伊所有ê，也beh kā伊搶去。
馬可福音 4 26| Koh講，上帝ê國親像人掖種tī地裡；
馬可福音 4 27| 暝時睏，日時起來，hit-ê種子發，koh漸漸大，伊m̄知hit-ê所以然。
馬可福音 4 28| 地自然生物；起頭是秧，後來有穗，koh後來穗就結成五穀。
馬可福音 4 29| 五穀已經熟，就用koeh-á；因為收割ê時到lah。
馬可福音 4 30| Koh講，上帝ê國咱beh怎樣來比並伊？á是用甚麼譬喻表明伊ah？
馬可福音 4 31| 是親像一粒芥菜子掖落地，雖然比地上百項ê種子khah細粒，
馬可福音 4 32| 但是已經掖落去，就發生漸漸khah大tī lóng總ê菜蔬；koh發出大ê枝，致到空中ê鳥ōe歇伊ê蔭下。
馬可福音 4 33| 伊用chōe-chōe親像chit號ê譬喻傳道理hō͘ in，照in所會聽ê。
馬可福音 4 34| 若無用譬喻就無kā in講；到單單學生kap伊tī-teh ê時，就lóng總kā in解明。
馬可福音 4 35| Hit日已經暗，伊kā學生講，咱過來去hit-pêng岸。
馬可福音 4 36| In離開眾人，chhōa耶穌就án-ni落船，kap in saⁿ-kap去；iáu有別隻船kap伊去。
馬可福音 4 37| 報頭風大起，湧潑入船，致到船teh-beh滿。
馬可福音 4 38| 但是伊tī船尾倒tī枕頭teh睏；學生叫伊醒，kā伊講，先生，阮beh無命，你無要緊mah？
馬可福音 4 39| 伊就醒，責備風，kā海講，Tio̍h靜靜。風就soah，也大平定。
馬可福音 4 40| 伊就kā in講，Lín啥事hiah驚？lín iáu-bē有信mah？
馬可福音 4 41| In就大驚，saⁿ-kap講，chit-ê是甚麼人，連風kap海lóng順伊？
馬可福音 5 1| In就到海ê對面岸，到Kek-lah-sim人ê地方。
馬可福音 5 2| 耶穌離開船；liâm-piⁿ有一人tùi墳墓中出來tú-tio̍h伊，就是hō͘邪神附身ê，平素khiā起tī墳墓中。
馬可福音 5 3| 無人會縛伊，雖然用鐵鏈也bōe會；
馬可福音 5 4| 因為ta̍uh-ta̍uh用腳銬鐵鏈縛伊，但是鐵鏈hō͘伊chhoah斷，腳銬hō͘伊kòng碎；無人有氣力thang制壓伊。
馬可福音 5 5| 暝日常常tī墳墓中，tī山裡，喉叫，將石頭家己傷。
馬可福音 5 6| 遠遠看見耶穌；就走來拜伊，
馬可福音 5 7| 大聲喉叫，講，至koân上帝ê Kiáⁿ耶穌，我kap你甚麼干涉？我kí上帝來懇求你莫得苦楚我。
馬可福音 5 8| 因為耶穌bat kā伊講，邪神ah，tio̍h tùi hit-ê人出去。
馬可福音 5 9| 耶穌問伊講，你號做甚麼名？應講，我名做營，因為阮chiah-ê真chōe。
馬可福音 5 10| 伊就切切求伊，莫得趕in出hit-ê地方。
馬可福音 5 11| Tī hit-ê山坪有大陣豬teh討食。
馬可福音 5 12| In就求伊講，差阮入hiah-ê知，hō͘阮thang入去。
馬可福音 5 13| 就允in。Hiah-ê邪神就出去，來入hiah-ê豬；hit陣豬走落山坪chông落海，約量兩千隻，tī海裡格死。
馬可福音 5 14| 顧豬ê人走去，kā城內kap鄉社ê人講。人就出來看所tú-tio̍h ê事是怎樣。
馬可福音 5 15| 就來就近耶穌，看見hit-ê患tio̍h鬼ê就是hō͘營所纏ê，坐teh穿衫，hāi-chāi；就驚。
馬可福音 5 16| 看見ê人將患tio̍h鬼ê人所tú-tio̍h ê，kap kui陣豬ê事lóng kā in講。
馬可福音 5 17| In就求耶穌離開in ê境內。
馬可福音 5 18| 耶穌tú-á上船，hit-ê bat患tio̍h鬼ê求伊准伊saⁿ-kap去。
馬可福音 5 19| 耶穌m̄允伊，講，tò去你ê家chhē你ê親人，將主kā你行hiah大ê事kap所憐憫你ê kā in講。
馬可福音 5 20| Hit人去，tī Te-ka-pho-lī報揚耶穌所kā伊行ê大事。眾人lóng奇怪。
馬可福音 5 21| 耶穌坐船koh過去hit pêng，kui大陣ê人聚集就近伊；hit時耶穌tī海邊。
馬可福音 5 22| 有一個管會堂ê，名做Gâi-ló͘來，已經看見耶穌，就仆tī伊ê腳下，
馬可福音 5 23| 切切求伊講，我細漢ê cha-bó͘-kiáⁿ差不多beh死；請你來用手hōaⁿ伊，hō͘伊得tio̍h救來活。
馬可福音 5 24| 耶穌kap伊去，kui大陣ê人tè伊，真oe-khoeh。
馬可福音 5 25| 有一個婦人人，血漏十二年，
馬可福音 5 26| bat tùi chōe-chōe ê醫生受tio̍h chōe-chōe艱苦，koh一盡破費伊所有ê，但是無一絲á利益，反tńg ná傷重，
馬可福音 5 27| 聽見耶穌ê事，就來tī眾人中，tùi伊ê後面來摸伊ê衫，
馬可福音 5 28| 因為講，我kan-ta摸伊ê衫，就會好。
馬可福音 5 29| Tùi án-ni血漏liâm-piⁿ止，本身知伊ê病痛已經好。
馬可福音 5 30| 耶穌即時家己知有權能tùi伊出，就oa̍t-tńg身，tī眾人中講，Chī-chūi摸我ê衫？
馬可福音 5 31| 伊ê學生kā伊講，你看見kui陣人teh oe-khoeh你，iáu-kú問， Chī-chūi有摸我？
馬可福音 5 32| 耶穌遍遍看，ài看做chit-ê事ê婦人人。
馬可福音 5 33| 婦人人知本身所歷過，驚惶ngia̍uh-ngia̍uh-chhoah，就來仆tī伊ê面前，lóng照實kā伊講。
馬可福音 5 34| 伊就kā伊講，婦人人ah，你ê信已經救你；thang安然tò去，你ê病全然好。
馬可福音 5 35| Teh講ê時，有tùi管會堂ê家來講，你ê cha-bó͘-kiáⁿ死lah；mih-sái iáu teh勞煩先生？
馬可福音 5 36| 耶穌邊á聽見所講ê話，kā趕會堂ê講，莫得驚，只有tio̍h信。
馬可福音 5 37| 耶穌tī彼得、雅各kap雅各ê兄弟約翰以外，m̄准別人tè伊saⁿ-kap去。
馬可福音 5 38| 到管會堂ê家，看見有hōa-hōa哮，也有啼哭大聲哮ê人。
馬可福音 5 39| 已經入去就kā in講，Lín啥事hōa-hōa哮teh啼哭ah？Gín-ná m̄是死，是teh睏nā-tiāⁿ。
馬可福音 5 40| In就恥笑伊。但是伊趕in眾人出去，就chhōa gín-ná ê父母以及kap伊來ê人，入gín-ná所tòa ê所在；
馬可福音 5 41| 就牽gín-ná ê手kā伊講，Tāi-lī-tāi-kó͘-bí，翻譯就是講，Cha-bó͘ gín-ná，我命令你，起來。
馬可福音 5 42| Cha-bó͘ gín-ná liâm-piⁿ起來行；因為伊十二歲lah。眾人就大gông-ngia̍h奇怪。
馬可福音 5 43| 耶穌嚴嚴禁戒in莫得hō͘人知；就吩咐tio̍h hō͘ cha-bó͘ gín-ná食。
馬可福音 6 1| 耶穌tùi hia出去，到伊ê本鄉，伊ê學生tè伊。
馬可福音 6 2| 到安歇日就tī會堂教示人。Chōe-chōe人聽見就奇怪講，Chit-ê人tùi tá-lo̍h會án-ni ah？koh所賞賜hō͘伊ê智慧是甚麼ah？也有án-ni ê大權能tùi伊ê嘴出，是怎樣？
馬可福音 6 3| Chit-ê kiám m̄是木工mah？kiám m̄是馬利亞ê Kiáⁿ，雅各、約西、猶大、西門ê兄弟mah？伊ê姊妹kiám m̄是kap咱tī chia mah？In就厭賤伊。
馬可福音 6 4| 耶穌就kā in講，先知tī本鄉、宗族，家己ê家以外，無m̄尊貴。
馬可福音 6 5| 伊tī hia bōe得行甚麼權能，不過用手hōaⁿ kúi-nā ê病人，來醫好in。
馬可福音 6 6| Koh奇怪in m̄信。就四界行hiah-ê鄉社，教示人。
馬可福音 6 7| 耶穌召十二個學生來，就差in一對一對出去，賞賜in有權來制壓hiah-ê邪神；
馬可福音 6 8| koh吩咐in莫得帶路費，獨獨一支柺á，莫得乾糧，莫得tah-liân，莫得khǹg錢tī腰帶；
馬可福音 6 9| tio̍h穿出露ê鞋；也莫得穿兩領衫。
馬可福音 6 10| Koh kā in講，見若lín所入ê厝，tio̍h tòa tī hia，直到離開hit-ê地方ê時。
馬可福音 6 11| 無論甚麼所在m̄接納lín，m̄聽lín ê，到離開hia ê時，tio̍h拌去腳chiah底 ê土粉，來對in做干證。
馬可福音 6 12| In就出去宣傳，講人tio̍h反悔。
馬可福音 6 13| In也趕出chōe-chōe鬼，用油抹chōe-chōe破病ê人，醫好in。
馬可福音 6 14| 希律王聽見，因為耶穌ê名聲已經出；就講，行洗禮ê約翰tùi死人中koh活，所以有chiah-ê權能tùi伊顯出。
馬可福音 6 15| 但是有別人講，是以利亞。Koh有人講，是先知，親像先知中ê一個。
